,bin_death_index,pageid,ma,diff,diff_percent,diff_views,diff_percent_views
0,30.0,34364931,17843.0,14804.0,4.87,11831.0,3.89
1,31.0,34364931,17107.0,14068.0,4.63,11787.0,3.88
2,32.0,34364931,16322.0,13283.0,4.37,11211.0,3.69
3,33.0,34364931,15674.0,12635.0,4.16,12244.0,4.03
4,34.0,34364931,15353.0,12314.0,4.05,12319.0,4.05
5,35.0,34364931,14939.0,11900.0,3.92,10786.0,3.55
6,36.0,34364931,14642.0,11603.0,3.82,11049.0,3.64
7,37.0,34364931,15442.0,12403.0,4.08,17427.0,5.73
8,38.0,34364931,21944.0,18905.0,6.22,57301.0,18.86
9,39.0,34364931,25396.0,22357.0,7.36,35377.0,11.64
10,40.0,34364931,29088.0,26049.0,8.57,38086.0,12.53
11,41.0,34364931,30886.0,27847.0,9.16,24909.0,8.2
12,42.0,34364931,32142.0,29103.0,9.58,19572.0,6.44
13,43.0,34364931,33463.0,30424.0,10.01,20300.0,6.68
14,44.0,34364931,33385.0,30346.0,9.99,16879.0,5.55
15,45.0,34364931,27302.0,24263.0,7.98,14719.0,4.84
16,46.0,34364931,25075.0,22036.0,7.25,19790.0,6.51
17,47.0,34364931,21924.0,18885.0,6.21,16026.0,5.27
18,48.0,34364931,20217.0,17178.0,5.65,12962.0,4.27
19,49.0,34364931,19200.0,16161.0,5.32,12455.0,4.1
20,50.0,34364931,18192.0,15153.0,4.99,13245.0,4.36
21,51.0,34364931,17428.0,14389.0,4.73,11526.0,3.79
22,52.0,34364931,16966.0,13927.0,4.58,11486.0,3.78
23,53.0,34364931,16034.0,12995.0,4.28,13271.0,4.37
24,54.0,34364931,15580.0,12541.0,4.13,12843.0,4.23
25,55.0,34364931,18142.0,15103.0,4.97,30900.0,10.17
26,56.0,34364931,19939.0,16900.0,5.56,25030.0,8.24
27,57.0,34364931,20766.0,17727.0,5.83,19034.0,6.26
28,58.0,34364931,25647.0,22608.0,7.44,45698.0,15.04
29,59.0,34364931,32306.0,29267.0,9.63,58097.0,19.12
30,60.0,34364931,37199.0,34160.0,11.24,47520.0,15.64
31,61.0,34364931,40359.0,37320.0,12.28,34961.0,11.5
32,62.0,34364931,40861.0,37822.0,12.45,34419.0,11.33
33,63.0,34364931,41294.0,38255.0,12.59,28062.0,9.23
34,64.0,34364931,42341.0,39302.0,12.93,26360.0,8.67
35,65.0,34364931,38976.0,35937.0,11.83,22144.0,7.29
36,66.0,34364931,33430.0,30391.0,10.0,19275.0,6.34
37,67.0,34364931,29166.0,26127.0,8.6,17670.0,5.81
38,68.0,34364931,26396.0,23357.0,7.69,15571.0,5.12
39,69.0,34364931,23498.0,20459.0,6.73,14132.0,4.65
40,70.0,34364931,21637.0,18598.0,6.12,15039.0,4.95
41,71.0,34364931,19681.0,16642.0,5.48,12668.0,4.17
42,72.0,34364931,17988.0,14949.0,4.92,10292.0,3.39
43,73.0,34364931,16619.0,13580.0,4.47,9693.0,3.19
44,74.0,34364931,15601.0,12562.0,4.13,10543.0,3.47
45,75.0,34364931,14975.0,11936.0,3.93,11186.0,3.68
46,76.0,34364931,14541.0,11502.0,3.78,11096.0,3.65
47,77.0,34364931,14062.0,11023.0,3.63,11688.0,3.85
48,78.0,34364931,14003.0,10964.0,3.61,12254.0,4.03
49,79.0,34364931,14363.0,11324.0,3.73,12813.0,4.22
50,80.0,34364931,14881.0,11842.0,3.9,13319.0,4.38
51,81.0,34364931,15388.0,12349.0,4.06,14091.0,4.64
52,82.0,34364931,17091.0,14052.0,4.62,23103.0,7.6
53,83.0,34364931,17527.0,14488.0,4.77,14154.0,4.66
54,84.0,34364931,18455.0,15416.0,5.07,18180.0,5.98
55,85.0,34364931,21343.0,18304.0,6.02,32474.0,10.69
56,86.0,34364931,22868.0,19829.0,6.52,23485.0,7.73
57,87.0,34364931,24112.0,21073.0,6.93,22028.0,7.25
58,88.0,34364931,25066.0,22027.0,7.25,20768.0,6.83
59,89.0,34364931,24360.0,21321.0,7.02,18158.0,5.97
60,90.0,34364931,24501.0,21462.0,7.06,15143.0,4.98
61,91.0,34364931,24684.0,21645.0,7.12,19460.0,6.4
62,92.0,34364931,22929.0,19890.0,6.54,20193.0,6.64
63,93.0,34364931,21944.0,18905.0,6.22,16587.0,5.46
64,94.0,34364931,20656.0,17617.0,5.8,13015.0,4.28
65,95.0,34364931,19605.0,16566.0,5.45,13407.0,4.41
66,96.0,34364931,19165.0,16126.0,5.31,15078.0,4.96
67,97.0,34364931,19124.0,16085.0,5.29,14861.0,4.89
68,98.0,34364931,18434.0,15395.0,5.07,14630.0,4.81
69,99.0,34364931,18059.0,15020.0,4.94,17568.0,5.78
70,100.0,34364931,18642.0,15603.0,5.13,20667.0,6.8
71,101.0,34364931,19181.0,16142.0,5.31,16787.0,5.52
72,102.0,34364931,19582.0,16543.0,5.44,16211.0,5.33
73,103.0,34364931,19288.0,16249.0,5.35,13023.0,4.29
74,104.0,34364931,18912.0,15873.0,5.22,12231.0,4.02
75,105.0,34364931,18611.0,15572.0,5.12,12519.0,4.12
76,106.0,34364931,17706.0,14667.0,4.83,11236.0,3.7
77,107.0,34364931,16385.0,13346.0,4.39,11420.0,3.76
78,108.0,34364931,15484.0,12445.0,4.1,10481.0,3.45
79,109.0,34364931,14263.0,11224.0,3.69,7662.0,2.52
80,110.0,34364931,13778.0,10739.0,3.53,9626.0,3.17
81,111.0,34364931,13576.0,10537.0,3.47,10821.0,3.56
82,112.0,34364931,13974.0,10935.0,3.6,15303.0,5.04
83,113.0,34364931,14826.0,11787.0,3.88,17199.0,5.66
84,114.0,34364931,15492.0,12453.0,4.1,16081.0,5.29
85,115.0,34364931,16056.0,13017.0,4.28,14427.0,4.75
86,116.0,34364931,17283.0,14244.0,4.69,16251.0,5.35
87,117.0,34364931,17679.0,14640.0,4.82,12399.0,4.08
88,118.0,34364931,17698.0,14659.0,4.82,10958.0,3.61
89,119.0,34364931,16917.0,13878.0,4.57,9833.0,3.24
90,120.0,34364931,15706.0,12667.0,4.17,8724.0,2.87
150,30.0,33348100,3698.0,1312.0,0.55,3209.0,1.34
151,31.0,33348100,3752.0,1366.0,0.57,1639.0,0.69
152,32.0,33348100,3727.0,1341.0,0.56,861.0,0.36
153,33.0,33348100,3759.0,1373.0,0.58,1184.0,0.5
154,34.0,33348100,3869.0,1483.0,0.62,1311.0,0.55
155,35.0,33348100,4024.0,1638.0,0.69,1571.0,0.66
156,36.0,33348100,3951.0,1565.0,0.66,1180.0,0.49
157,37.0,33348100,3616.0,1230.0,0.52,865.0,0.36
158,38.0,33348100,3504.0,1118.0,0.47,859.0,0.36
159,39.0,33348100,3485.0,1099.0,0.46,726.0,0.3
160,40.0,33348100,3386.0,1000.0,0.42,493.0,0.21
161,41.0,33348100,3237.0,851.0,0.36,266.0,0.11
162,42.0,33348100,3042.0,656.0,0.27,206.0,0.09
163,43.0,33348100,2892.0,506.0,0.21,128.0,0.05
164,44.0,33348100,2804.0,418.0,0.18,251.0,0.11
165,45.0,33348100,2782.0,396.0,0.17,706.0,0.3
166,46.0,33348100,2781.0,395.0,0.17,715.0,0.3
167,47.0,33348100,2762.0,376.0,0.16,363.0,0.15
168,48.0,33348100,2748.0,362.0,0.15,170.0,0.07
169,49.0,33348100,2754.0,368.0,0.15,244.0,0.1
170,50.0,33348100,2768.0,382.0,0.16,227.0,0.1
171,51.0,33348100,2776.0,390.0,0.16,311.0,0.13
172,52.0,33348100,2741.0,355.0,0.15,458.0,0.19
173,53.0,33348100,2771.0,385.0,0.16,923.0,0.39
174,54.0,33348100,2836.0,450.0,0.19,820.0,0.34
175,55.0,33348100,2851.0,465.0,0.19,277.0,0.12
176,56.0,33348100,2855.0,469.0,0.2,273.0,0.11
177,57.0,33348100,2868.0,482.0,0.2,317.0,0.13
178,58.0,33348100,2865.0,479.0,0.2,285.0,0.12
179,59.0,33348100,2825.0,439.0,0.18,184.0,0.08
180,60.0,33348100,2719.0,333.0,0.14,181.0,0.08
181,61.0,33348100,2765.0,379.0,0.16,1138.0,0.48
182,62.0,33348100,2865.0,479.0,0.2,977.0,0.41
183,63.0,33348100,2904.0,518.0,0.22,549.0,0.23
184,64.0,33348100,2905.0,519.0,0.22,321.0,0.13
185,65.0,33348100,2981.0,595.0,0.25,821.0,0.34
186,66.0,33348100,3107.0,721.0,0.3,1066.0,0.45
187,67.0,33348100,3246.0,860.0,0.36,1151.0,0.48
188,68.0,33348100,4639.0,2253.0,0.94,10891.0,4.56
189,69.0,33348100,5912.0,3526.0,1.48,9889.0,4.14
190,70.0,33348100,6872.0,4486.0,1.88,7266.0,3.05
191,71.0,33348100,7695.0,5309.0,2.23,6081.0,2.55
192,72.0,33348100,8346.0,5960.0,2.5,5378.0,2.25
193,73.0,33348100,10338.0,7952.0,3.33,15009.0,6.29
194,74.0,33348100,11174.0,8788.0,3.68,7008.0,2.94
195,75.0,33348100,10127.0,7741.0,3.24,3560.0,1.49
196,76.0,33348100,9022.0,6636.0,2.78,2150.0,0.9
197,77.0,33348100,8235.0,5849.0,2.45,1759.0,0.74
198,78.0,33348100,7538.0,5152.0,2.16,1205.0,0.51
199,79.0,33348100,6882.0,4496.0,1.88,785.0,0.33
200,80.0,33348100,4856.0,2470.0,1.04,828.0,0.35
201,81.0,33348100,3931.0,1545.0,0.65,529.0,0.22
202,82.0,33348100,3524.0,1138.0,0.48,714.0,0.3
203,83.0,33348100,3393.0,1007.0,0.42,1229.0,0.52
204,84.0,33348100,3223.0,837.0,0.35,570.0,0.24
205,85.0,33348100,3130.0,744.0,0.31,559.0,0.23
206,86.0,33348100,3161.0,775.0,0.32,1001.0,0.42
207,87.0,33348100,3073.0,687.0,0.29,210.0,0.09
208,88.0,33348100,2993.0,607.0,0.25,-33.0,-0.01
209,89.0,33348100,2894.0,508.0,0.21,25.0,0.01
210,90.0,33348100,2708.0,322.0,0.13,-75.0,-0.03
211,91.0,33348100,2598.0,212.0,0.09,-198.0,-0.08
212,92.0,33348100,2478.0,92.0,0.04,-282.0,-0.12
213,93.0,33348100,2316.0,-70.0,-0.03,-137.0,-0.06
214,94.0,33348100,2265.0,-121.0,-0.05,-143.0,-0.06
215,95.0,33348100,2228.0,-158.0,-0.07,-294.0,-0.12
216,96.0,33348100,2236.0,-150.0,-0.06,79.0,0.03
217,97.0,33348100,2201.0,-185.0,-0.08,-318.0,-0.13
218,98.0,33348100,2170.0,-216.0,-0.09,-417.0,-0.17
219,99.0,33348100,2147.0,-239.0,-0.1,-441.0,-0.18
220,100.0,33348100,2126.0,-260.0,-0.11,-284.0,-0.12
221,101.0,33348100,3896.0,1510.0,0.63,12245.0,5.13
222,102.0,33348100,4094.0,1708.0,0.72,1096.0,0.46
223,103.0,33348100,4227.0,1841.0,0.77,1010.0,0.42
224,104.0,33348100,4252.0,1866.0,0.78,-145.0,-0.06
225,105.0,33348100,4272.0,1886.0,0.79,-274.0,-0.11
226,106.0,33348100,4286.0,1900.0,0.8,-348.0,-0.15
227,107.0,33348100,4281.0,1895.0,0.79,-313.0,-0.13
228,108.0,33348100,2503.0,117.0,0.05,-207.0,-0.09
229,109.0,33348100,2304.0,-82.0,-0.03,-296.0,-0.12
230,110.0,33348100,2113.0,-273.0,-0.11,-323.0,-0.14
231,111.0,33348100,2075.0,-311.0,-0.13,-412.0,-0.17
232,112.0,33348100,2065.0,-321.0,-0.13,-347.0,-0.15
233,113.0,33348100,2070.0,-316.0,-0.13,-311.0,-0.13
234,114.0,33348100,2059.0,-327.0,-0.14,-393.0,-0.16
235,115.0,33348100,2043.0,-343.0,-0.14,-313.0,-0.13
236,116.0,33348100,2047.0,-339.0,-0.14,-269.0,-0.11
237,117.0,33348100,2053.0,-333.0,-0.14,-281.0,-0.12
238,118.0,33348100,2023.0,-363.0,-0.15,-625.0,-0.26
239,119.0,33348100,1999.0,-387.0,-0.16,-511.0,-0.21
240,120.0,33348100,2116.0,-270.0,-0.11,506.0,0.21
300,30.0,951813,1162.0,765.0,1.93,451.0,1.14
301,31.0,951813,967.0,570.0,1.44,367.0,0.92
302,32.0,951813,874.0,477.0,1.2,364.0,0.92
303,33.0,951813,847.0,450.0,1.13,414.0,1.04
304,34.0,951813,801.0,404.0,1.02,282.0,0.71
305,35.0,951813,766.0,369.0,0.93,284.0,0.72
306,36.0,951813,737.0,340.0,0.86,220.0,0.55
307,37.0,951813,700.0,303.0,0.76,194.0,0.49
308,38.0,951813,692.0,295.0,0.74,313.0,0.79
309,39.0,951813,673.0,276.0,0.7,230.0,0.58
310,40.0,951813,638.0,241.0,0.61,168.0,0.42
311,41.0,951813,639.0,242.0,0.61,289.0,0.73
312,42.0,951813,630.0,233.0,0.59,221.0,0.56
313,43.0,951813,626.0,229.0,0.58,188.0,0.47
314,44.0,951813,638.0,241.0,0.61,281.0,0.71
315,45.0,951813,625.0,228.0,0.57,222.0,0.56
316,46.0,951813,616.0,219.0,0.55,166.0,0.42
317,47.0,951813,617.0,220.0,0.55,175.0,0.44
318,48.0,951813,604.0,207.0,0.52,200.0,0.5
319,49.0,951813,599.0,202.0,0.51,186.0,0.47
320,50.0,951813,593.0,196.0,0.49,145.0,0.37
321,51.0,951813,580.0,183.0,0.46,191.0,0.48
322,52.0,951813,571.0,174.0,0.44,155.0,0.39
323,53.0,951813,560.0,163.0,0.41,94.0,0.24
324,54.0,951813,587.0,190.0,0.48,361.0,0.91
325,55.0,951813,795.0,398.0,1.0,1655.0,4.17
326,56.0,951813,986.0,589.0,1.48,1522.0,3.83
327,57.0,951813,1178.0,781.0,1.97,1491.0,3.76
328,58.0,951813,1293.0,896.0,2.26,995.0,2.51
329,59.0,951813,1376.0,979.0,2.47,739.0,1.86
330,60.0,951813,1449.0,1052.0,2.65,605.0,1.52
331,61.0,951813,1450.0,1053.0,2.65,364.0,0.92
332,62.0,951813,1266.0,869.0,2.19,370.0,0.93
333,63.0,951813,1108.0,711.0,1.79,414.0,1.04
334,64.0,951813,932.0,535.0,1.35,259.0,0.65
335,65.0,951813,824.0,427.0,1.08,242.0,0.61
336,66.0,951813,744.0,347.0,0.87,181.0,0.46
337,67.0,951813,758.0,361.0,0.91,697.0,1.76
338,68.0,951813,759.0,362.0,0.91,374.0,0.94
339,69.0,951813,760.0,363.0,0.91,374.0,0.94
340,70.0,951813,766.0,369.0,0.93,460.0,1.16
341,71.0,951813,891.0,494.0,1.24,1135.0,2.86
342,72.0,951813,962.0,565.0,1.42,737.0,1.86
343,73.0,951813,983.0,586.0,1.48,327.0,0.82
344,74.0,951813,965.0,568.0,1.43,573.0,1.44
345,75.0,951813,973.0,576.0,1.45,432.0,1.09
346,76.0,951813,970.0,573.0,1.44,349.0,0.88
347,77.0,951813,999.0,602.0,1.52,666.0,1.68
348,78.0,951813,931.0,534.0,1.35,656.0,1.65
349,79.0,951813,906.0,509.0,1.28,564.0,1.42
350,80.0,951813,991.0,594.0,1.5,920.0,2.32
351,81.0,951813,1005.0,608.0,1.53,670.0,1.69
352,82.0,951813,1259.0,862.0,2.17,2210.0,5.57
353,83.0,951813,1433.0,1036.0,2.61,1572.0,3.96
354,84.0,951813,1430.0,1033.0,2.6,643.0,1.62
355,85.0,951813,1396.0,999.0,2.52,415.0,1.05
356,86.0,951813,1364.0,967.0,2.44,343.0,0.86
357,87.0,951813,1272.0,875.0,2.2,273.0,0.69
358,88.0,951813,1227.0,830.0,2.09,356.0,0.9
359,89.0,951813,946.0,549.0,1.38,241.0,0.61
360,90.0,951813,782.0,385.0,0.97,428.0,1.08
361,91.0,951813,785.0,388.0,0.98,663.0,1.67
362,92.0,951813,2234.0,1837.0,4.63,10558.0,26.59
363,93.0,951813,2539.0,2142.0,5.4,2481.0,6.25
364,94.0,951813,2637.0,2240.0,5.64,954.0,2.4
365,95.0,951813,2664.0,2267.0,5.71,547.0,1.38
366,96.0,951813,2700.0,2303.0,5.8,493.0,1.24
367,97.0,951813,2683.0,2286.0,5.76,307.0,0.77
368,98.0,951813,2700.0,2303.0,5.8,783.0,1.97
369,99.0,951813,1267.0,870.0,2.19,527.0,1.33
370,100.0,951813,988.0,591.0,1.49,531.0,1.34
371,101.0,951813,1019.0,622.0,1.57,1168.0,2.94
372,102.0,951813,1066.0,669.0,1.69,878.0,2.21
373,103.0,951813,1081.0,684.0,1.72,598.0,1.51
374,104.0,951813,1108.0,711.0,1.79,495.0,1.25
375,105.0,951813,1236.0,839.0,2.11,1679.0,4.23
376,106.0,951813,1365.0,968.0,2.44,1427.0,3.59
377,107.0,951813,1421.0,1024.0,2.58,924.0,2.33
378,108.0,951813,1306.0,909.0,2.29,366.0,0.92
379,109.0,951813,1243.0,846.0,2.13,439.0,1.11
380,110.0,951813,1195.0,798.0,2.01,259.0,0.65
381,111.0,951813,1163.0,766.0,1.93,274.0,0.69
382,112.0,951813,1003.0,606.0,1.53,555.0,1.4
383,113.0,951813,874.0,477.0,1.2,525.0,1.32
384,114.0,951813,804.0,407.0,1.03,435.0,1.1
385,115.0,951813,814.0,417.0,1.05,432.0,1.09
386,116.0,951813,807.0,410.0,1.03,392.0,0.99
387,117.0,951813,824.0,427.0,1.08,380.0,0.96
388,118.0,951813,828.0,431.0,1.09,301.0,0.76
389,119.0,951813,795.0,398.0,1.0,326.0,0.82
390,120.0,951813,756.0,359.0,0.9,250.0,0.63
450,30.0,186376,4302.0,1975.5,0.85,1551.5,0.67
451,31.0,186376,4365.0,2038.5,0.88,3030.5,1.3
452,32.0,186376,4189.0,1862.5,0.8,1284.5,0.55
453,33.0,186376,4127.0,1800.5,0.77,1671.5,0.72
454,34.0,186376,3999.0,1672.5,0.72,812.5,0.35
455,35.0,186376,3917.0,1590.5,0.68,1342.5,0.58
456,36.0,186376,3952.0,1625.5,0.7,1688.5,0.73
457,37.0,186376,3811.0,1484.5,0.64,567.5,0.24
458,38.0,186376,3498.0,1171.5,0.5,834.5,0.36
459,39.0,186376,3399.0,1072.5,0.46,591.5,0.25
460,40.0,186376,3304.0,977.5,0.42,1005.5,0.43
461,41.0,186376,3334.0,1007.5,0.43,1022.5,0.44
462,42.0,186376,3259.0,932.5,0.4,817.5,0.35
463,43.0,186376,3110.0,783.5,0.34,647.5,0.28
464,44.0,186376,3277.0,950.5,0.41,1738.5,0.75
465,45.0,186376,3419.0,1092.5,0.47,1826.5,0.79
466,46.0,186376,3568.0,1241.5,0.53,1632.5,0.7
467,47.0,186376,3611.0,1284.5,0.55,1308.5,0.56
468,48.0,186376,3629.0,1302.5,0.56,1152.5,0.5
469,49.0,186376,3746.0,1419.5,0.61,1632.5,0.7
470,50.0,186376,3882.0,1555.5,0.67,1603.5,0.69
471,51.0,186376,3745.0,1418.5,0.61,776.5,0.33
472,52.0,186376,3547.0,1220.5,0.52,443.5,0.19
473,53.0,186376,3418.0,1091.5,0.47,723.5,0.31
474,54.0,186376,3370.0,1043.5,0.45,974.5,0.42
475,55.0,186376,3291.0,964.5,0.41,603.5,0.26
476,56.0,186376,3169.0,842.5,0.36,773.5,0.33
477,57.0,186376,3013.0,686.5,0.3,515.5,0.22
478,58.0,186376,2991.0,664.5,0.29,620.5,0.27
479,59.0,186376,3060.0,733.5,0.32,929.5,0.4
480,60.0,186376,3922.0,1595.5,0.69,6755.5,2.9
481,61.0,186376,4617.0,2290.5,0.98,5836.5,2.51
482,62.0,186376,4915.0,2588.5,1.11,2694.5,1.16
483,63.0,186376,5231.0,2904.5,1.25,2983.5,1.28
484,64.0,186376,5323.0,2996.5,1.29,1156.5,0.5
485,65.0,186376,5375.0,3048.5,1.31,983.5,0.42
486,66.0,186376,5338.0,3011.5,1.29,672.5,0.29
487,67.0,186376,4456.0,2129.5,0.92,582.5,0.25
488,68.0,186376,3759.0,1432.5,0.62,956.5,0.41
489,69.0,186376,3436.0,1109.5,0.48,436.5,0.19
490,70.0,186376,3021.0,694.5,0.3,78.5,0.03
491,71.0,186376,2853.0,526.5,0.23,-20.5,-0.01
492,72.0,186376,2691.0,364.5,0.16,-148.5,-0.06
493,73.0,186376,2554.0,227.5,0.1,-286.5,-0.12
494,74.0,186376,2503.0,176.5,0.08,220.5,0.09
495,75.0,186376,2623.0,296.5,0.13,1796.5,0.77
496,76.0,186376,2765.0,438.5,0.19,1431.5,0.62
497,77.0,186376,3024.0,697.5,0.3,1891.5,0.81
498,78.0,186376,3140.0,813.5,0.35,791.5,0.34
499,79.0,186376,3160.0,833.5,0.36,-10.5,-0.0
500,80.0,186376,3205.0,878.5,0.38,30.5,0.01
501,81.0,186376,3185.0,858.5,0.37,80.5,0.03
502,82.0,186376,3009.0,682.5,0.29,565.5,0.24
503,83.0,186376,2826.0,499.5,0.21,147.5,0.06
504,84.0,186376,2499.0,172.5,0.07,-394.5,-0.17
505,85.0,186376,2477.0,150.5,0.06,637.5,0.27
506,86.0,186376,2624.0,297.5,0.13,1018.5,0.44
507,87.0,186376,2733.0,406.5,0.17,793.5,0.34
508,88.0,186376,2917.0,590.5,0.25,1369.5,0.59
509,89.0,186376,3047.0,720.5,0.31,1476.5,0.63
510,90.0,186376,3271.0,944.5,0.41,1714.5,0.74
511,91.0,186376,3521.0,1194.5,0.51,1352.5,0.58
512,92.0,186376,3491.0,1164.5,0.5,430.5,0.19
513,93.0,186376,3343.0,1016.5,0.44,-20.5,-0.01
514,94.0,186376,3225.0,898.5,0.39,-33.5,-0.01
515,95.0,186376,3016.0,689.5,0.3,-87.5,-0.04
516,96.0,186376,2901.0,574.5,0.25,666.5,0.29
517,97.0,186376,2624.0,297.5,0.13,-221.5,-0.1
518,98.0,186376,2822.0,495.5,0.21,2735.5,1.18
519,99.0,186376,2758.0,431.5,0.19,-16.5,-0.01
520,100.0,186376,2745.0,418.5,0.18,-111.5,-0.05
521,101.0,186376,2728.0,401.5,0.17,-154.5,-0.07
522,102.0,186376,2748.0,421.5,0.18,53.5,0.02
523,103.0,186376,2646.0,319.5,0.14,-48.5,-0.02
524,104.0,186376,2661.0,334.5,0.14,-115.5,-0.05
525,105.0,186376,2184.0,-142.5,-0.06,-604.5,-0.26
526,106.0,186376,2518.0,191.5,0.08,2327.5,1.0
527,107.0,186376,2569.0,242.5,0.1,245.5,0.11
528,108.0,186376,2581.0,254.5,0.11,-74.5,-0.03
529,109.0,186376,2551.0,224.5,0.1,-156.5,-0.07
530,110.0,186376,2538.0,211.5,0.09,-136.5,-0.06
531,111.0,186376,2537.0,210.5,0.09,-125.5,-0.05
532,112.0,186376,2591.0,264.5,0.11,-225.5,-0.1
533,113.0,186376,2230.0,-96.5,-0.04,-201.5,-0.09
534,114.0,186376,2178.0,-148.5,-0.06,-118.5,-0.05
535,115.0,186376,2217.0,-109.5,-0.05,201.5,0.09
536,116.0,186376,2227.0,-99.5,-0.04,-88.5,-0.04
537,117.0,186376,2291.0,-35.5,-0.02,311.5,0.13
538,118.0,186376,2321.0,-5.5,-0.0,85.5,0.04
539,119.0,186376,2457.0,130.5,0.06,724.5,0.31
540,120.0,186376,2492.0,165.5,0.07,46.5,0.02
600,30.0,1315337,6280.0,3762.5,1.49,3558.5,1.41
601,31.0,1315337,6050.0,3532.5,1.4,3174.5,1.26
602,32.0,1315337,5833.0,3315.5,1.32,2663.5,1.06
603,33.0,1315337,5815.0,3297.5,1.31,3309.5,1.31
604,34.0,1315337,5659.0,3141.5,1.25,2350.5,0.93
605,35.0,1315337,5457.0,2939.5,1.17,2133.5,0.85
606,36.0,1315337,5308.0,2790.5,1.11,2347.5,0.93
607,37.0,1315337,5174.0,2656.5,1.06,2619.5,1.04
608,38.0,1315337,5067.0,2549.5,1.01,2422.5,0.96
609,39.0,1315337,5037.0,2519.5,1.0,2453.5,0.97
610,40.0,1315337,4824.0,2306.5,0.92,1820.5,0.72
611,41.0,1315337,4734.0,2216.5,0.88,1721.5,0.68
612,42.0,1315337,4681.0,2163.5,0.86,1764.5,0.7
613,43.0,1315337,4608.0,2090.5,0.83,1836.5,0.73
614,44.0,1315337,4668.0,2150.5,0.85,3040.5,1.21
615,45.0,1315337,5885.0,3367.5,1.34,10940.5,4.35
616,46.0,1315337,6626.0,4108.5,1.63,7636.5,3.03
617,47.0,1315337,7108.0,4590.5,1.82,5193.5,2.06
618,48.0,1315337,7500.0,4982.5,1.98,4469.5,1.78
619,49.0,1315337,7811.0,5293.5,2.1,3938.5,1.56
620,50.0,1315337,8042.0,5524.5,2.19,3455.5,1.37
621,51.0,1315337,8143.0,5625.5,2.23,3748.5,1.49
622,52.0,1315337,7148.0,4630.5,1.84,3971.5,1.58
623,53.0,1315337,6384.0,3866.5,1.54,2293.5,0.91
624,54.0,1315337,5951.0,3433.5,1.36,2163.5,0.86
625,55.0,1315337,5606.0,3088.5,1.23,2054.5,0.82
626,56.0,1315337,5344.0,2826.5,1.12,2104.5,0.84
627,57.0,1315337,5235.0,2717.5,1.08,2686.5,1.07
628,58.0,1315337,5063.0,2545.5,1.01,2549.5,1.01
629,59.0,1315337,4993.0,2475.5,0.98,3476.5,1.38
630,60.0,1315337,4990.0,2472.5,0.98,2278.5,0.91
631,61.0,1315337,4943.0,2425.5,0.96,1831.5,0.73
632,62.0,1315337,4867.0,2349.5,0.93,1519.5,0.6
633,63.0,1315337,4827.0,2309.5,0.92,1827.5,0.73
634,64.0,1315337,4764.0,2246.5,0.89,2242.5,0.89
635,65.0,1315337,4660.0,2142.5,0.85,1823.5,0.72
636,66.0,1315337,4420.0,1902.5,0.76,1798.5,0.71
637,67.0,1315337,4393.0,1875.5,0.74,2086.5,0.83
638,68.0,1315337,4370.0,1852.5,0.74,1671.5,0.66
639,69.0,1315337,4540.0,2022.5,0.8,2711.5,1.08
640,70.0,1315337,4585.0,2067.5,0.82,2143.5,0.85
641,71.0,1315337,4453.0,1935.5,0.77,1318.5,0.52
642,72.0,1315337,4589.0,2071.5,0.82,2771.5,1.1
643,73.0,1315337,4894.0,2376.5,0.94,3933.5,1.56
644,74.0,1315337,4873.0,2355.5,0.94,1943.5,0.77
645,75.0,1315337,4841.0,2323.5,0.92,1445.5,0.57
646,76.0,1315337,4657.0,2139.5,0.85,1422.5,0.57
647,77.0,1315337,4545.0,2027.5,0.81,1357.5,0.54
648,78.0,1315337,4588.0,2070.5,0.82,1620.5,0.64
649,79.0,1315337,4452.0,1934.5,0.77,1819.5,0.72
650,80.0,1315337,4189.0,1671.5,0.66,2097.5,0.83
651,81.0,1315337,4064.0,1546.5,0.61,1066.5,0.42
652,82.0,1315337,4000.0,1482.5,0.59,995.5,0.4
653,83.0,1315337,3923.0,1405.5,0.56,885.5,0.35
654,84.0,1315337,3850.0,1332.5,0.53,843.5,0.34
655,85.0,1315337,3753.0,1235.5,0.49,944.5,0.38
656,86.0,1315337,3687.0,1169.5,0.46,1354.5,0.54
657,87.0,1315337,3590.0,1072.5,0.43,1417.5,0.56
658,88.0,1315337,3590.0,1072.5,0.43,1072.5,0.43
659,89.0,1315337,3564.0,1046.5,0.42,810.5,0.32
660,90.0,1315337,3555.0,1037.5,0.41,823.5,0.33
661,91.0,1315337,3537.0,1019.5,0.4,713.5,0.28
662,92.0,1315337,3495.0,977.5,0.39,653.5,0.26
663,93.0,1315337,3453.0,935.5,0.37,1062.5,0.42
664,94.0,1315337,3414.0,896.5,0.36,1140.5,0.45
665,95.0,1315337,3412.0,894.5,0.36,1063.5,0.42
666,96.0,1315337,3459.0,941.5,0.37,1135.5,0.45
667,97.0,1315337,3407.0,889.5,0.35,457.5,0.18
668,98.0,1315337,3373.0,855.5,0.34,480.5,0.19
669,99.0,1315337,3335.0,817.5,0.32,388.5,0.15
670,100.0,1315337,3262.0,744.5,0.3,551.5,0.22
671,101.0,1315337,3214.0,696.5,0.28,798.5,0.32
672,102.0,1315337,3127.0,609.5,0.24,459.5,0.18
673,103.0,1315337,3142.0,624.5,0.25,1237.5,0.49
